,C ID,C B1,C B2,C B3,C B4,C B5,C B6,C B7,C B8,F ID,F B1,F B2,F B3,F B4,F B5,F B6,F B7,F B8
326,418321152,6,4,25,21,0,0,0,0,435158803,31,68,4,3,193,255,255,255
327,418321152,0,2,25,21,0,0,0,0,435158803,15,68,6,0,192,255,255,255
328,418321152,252,2,25,21,0,0,0,0,435158803,11,196,3,3,193,255,255,255
329,418321152,248,2,25,21,0,0,0,0,435158803,238,131,7,5,193,255,255,255
330,418321152,246,2,25,21,0,0,0,0,435158803,205,131,7,5,193,255,255,255
331,418321152,244,2,25,21,0,0,0,0,435158803,174,195,7,5,193,255,255,255
332,418321152,244,2,25,21,0,0,0,0,435158803,138,195,7,5,193,255,255,255
333,418321152,244,2,25,21,0,0,0,0,435158803,107,131,7,5,193,255,255,255
334,418321152,246,2,25,21,0,0,0,0,435158803,75,195,7,5,193,255,255,255
335,418321152,248,2,25,21,0,0,0,0,435158803,43,3,134,3,193,255,255,255
336,418321152,253,2,25,21,0,0,0,0,435158803,23,131,133,3,193,255,255,255
337,418321152,2,4,25,21,0,0,0,0,435158803,6,131,5,0,192,255,255,255
